promo_name,promo_url,promo_hits,region,gender,special_promo_coef,special_promo_p_val,special_promo_control_coef,special_promo_control_p_val,special_promo_dates,special_promo_control_dates
(4차)4월부터 5월까지 봄맞이 헌혈 프로모션,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180583&result=L,59175,강원,여,0.19162020498080307,0.07586741201388962,0.08440156853252717,0.29869721912802566,16,28
(4차)4월부터 5월까지 봄맞이 헌혈 프로모션,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180583&result=L,59175,경남,남,0.05256844191905776,0.46653871497737986,0.12690681528748685,0.021632303083898588,16,28
(4차)4월부터 5월까지 봄맞이 헌혈 프로모션,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180583&result=L,59175,경남,여,0.013398321387533376,0.8824968629431038,0.15473667915531372,0.02572897747761076,16,28
(4차)4월부터 5월까지 봄맞이 헌혈 프로모션,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180583&result=L,59175,광주전남,남,0.034437624152922675,0.5604154626644632,0.0022314952288517006,0.9606555066163545,16,28
(4차)4월부터 5월까지 봄맞이 헌혈 프로모션,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180583&result=L,59175,광주전남,여,0.1282574113179964,0.157499578162368,-0.021877065510538914,0.7524582132223501,16,28
(4차)4월부터 5월까지 봄맞이 헌혈 프로모션,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180583&result=L,59175,대구경북,남,0.1425724533710149,0.02549406718903578,0.1848488271247363,0.00014649792660917293,16,28
(4차)4월부터 5월까지 봄맞이 헌혈 프로모션,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180583&result=L,59175,대구경북,여,0.17072359197875253,0.01764718968116435,-0.00635326327241103,0.9074634693681467,16,28
(4차)4월부터 5월까지 봄맞이 헌혈 프로모션,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180583&result=L,59175,대전세종충남,남,0.05091023423093289,0.3644849867300832,0.05839997174605709,0.170823071568188,16,28
(4차)4월부터 5월까지 봄맞이 헌혈 프로모션,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180583&result=L,59175,대전세종충남,여,0.20911731521113497,0.004649344756362686,0.07394886998779894,0.1867354023423834,16,28
(4차)4월부터 5월까지 봄맞이 헌혈 프로모션,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180583&result=L,59175,부산,남,0.18915412892907346,0.030037401809894632,0.10444721308423305,0.11355873072780348,16,28
(4차)4월부터 5월까지 봄맞이 헌혈 프로모션,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180583&result=L,59175,부산,여,0.06731877226088027,0.40949333550974365,0.05170627971137314,0.4030056300673316,16,28
(4차)4월부터 5월까지 봄맞이 헌혈 프로모션,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180583&result=L,59175,울산,남,0.0024092619943976504,0.97455574911974,0.12166834497105224,0.033556692420704054,16,28
(4차)4월부터 5월까지 봄맞이 헌혈 프로모션,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180583&result=L,59175,울산,여,0.42121355740975136,1.2416846817156908e-05,0.1289047262888617,0.07598368330436613,16,28
(4차)4월부터 5월까지 봄맞이 헌혈 프로모션,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180583&result=L,59175,전북,남,0.05740253677401008,0.4770444975945516,0.08966904292629799,0.14359590567005798,16,28
(4차)4월부터 5월까지 봄맞이 헌혈 프로모션,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180583&result=L,59175,전북,여,0.14174967289033336,0.18541012212252325,0.1596388884020125,0.04959050064911085,16,28
