promo_name,promo_url,promo_hits,region,gender,special_promo_coef,special_promo_control_coef,special_promo_dates,special_promo_control_dates
[제주혈액원]6.14헌혈자의 날 기념 제주-추자 무료탑승 이벤트,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180980&result=L,10597,제주,남,0.21734494763006115,0.25534118408951734,22,28
[제주혈액원]6.14헌혈자의 날 기념 제주-추자 무료탑승 이벤트,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180980&result=L,10597,제주,여,0.25443722139314995,-0.08379543454935953,22,28
[제주혈액원] 6.14 대한민국 헌혈자의 날 기념 제주Utd 축구관람 문화행사 이벤트,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180860&result=L,4640,제주,남,0.3194982766264508,0.08143350818205075,28,28
[제주혈액원] 6.14 대한민국 헌혈자의 날 기념 제주Utd 축구관람 문화행사 이벤트,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=180860&result=L,4640,제주,여,0.0471245330032151,0.04125678801880948,28,28
제주혈액원 중장년 문화이벤트,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=164939&result=L,6491,제주,남,-0.08927260483641467,-0.22952848439475737,41,28
제주혈액원 중장년 문화이벤트,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=164939&result=L,6491,제주,여,0.23868520607771374,-0.046306438837764,41,28
제주 ABO Friends를 위한 ABO 베이킹파티!,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=164781&result=L,5438,제주,남,-0.18549703794467298,-0.030683886374486654,25,28
제주 ABO Friends를 위한 ABO 베이킹파티!,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=164781&result=L,5438,제주,여,0.20202004200234203,0.16103434969849667,25,28
가족과 함께하는 중장년헌혈자 프로모션,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=163379&result=L,7043,제주,남,-0.13396663483161586,0.0974472147421002,25,28
가족과 함께하는 중장년헌혈자 프로모션,https://www.bloodinfo.net/knrcbs/pr/promtn/promtnInfoView.do?mi=1099&promtnSn=163379&result=L,7043,제주,여,-0.14592150277808444,-0.09118246092181131,25,28
